Altitude,Catchment area,Catchment height,Absorbance Coefficient,Ammonia,Cloud Cover,Dissolved Oxygen Saturation,Dissolved Reactive Phosphate,E Coli,Electrical Conductivity,Nitrate + Nitrite,Total Nitrogen,Total Phosphate,Turbidity,Water Temp,pH
10,4846,333,9.71,35,8,98.1,15.5,1046.24,133,300,793,325,80,11.5,7.68
320,1079,1200,0.75,4,3,103.6,0.3,0,109.7,16,55,19,1.8,4.5,7.82
21,809,231,11.42,5,5,92.3,7.8,1732.87,129,79,324,39,9,17.1,7.36
91,546,159,14.12,23,4,84.5,27.5,1553.07,167,515,965,94,7.6,16.4,7.02
76,3076,854,0.46,1,8,101.7,0.5,35.5,68.2,37,61,3,1.6,10.4,7.8
55,1571,385,10.24,23,8,96.5,14.9,980.4,304,520,1027,544,390,13.7,8.04
80,304,413,19.41,28,8,94.1,19.4,2419.17,53.4,374,912,127,17,12.2,6.95
10,2822,201,14.09,133,4,82.5,25.7,2419.17,134,1528,2604,304,38,14.5,6.98
15,8431,486,4.24,5,3,101.2,24,648.8,171,294,466,57,3,15.4,7.62
15,270,107,26.63,28,5,82.1,27.8,203,207,694,1269,77,9.5,15.6,7.22
10,82,228,25.67,20,4,76.4,17.8,336,305,679,1346,62,9.2,14.9,7.16
320,1040,820,1.99,4,0,99.4,5.4,27.2,83,226,286,11,0.62,6,7.78
15,2371,732,2.36,3,0,101.4,8.1,16.1,100.4,168,246,21,4.5,7.6,8
11,1376,607,2.45,0,0,98.3,11.3,21.1,87.6,127,158,23,5.7,7.8,7.74
488,384,1108,1.03,1,8,99.4,1.2,4.1,65.3,13,44,3,0.4,5,7.84
2,2001,663,1.99,4,5,95.7,8.9,31.3,129,175,244,16,6,9.6,7.98
329,121,863,1.18,0,0,96.5,5.1,6.3,87.6,124,156,18,8.5,5.4,7.65
26,2438,342,2.56,5,0,100.7,16.9,23.5,192,905,1035,31,3.2,9.3,8.09
376,166,1049,0.7,1,4,100.2,2.3,1,115.7,26,27,3,0.45,3.7,8.06
15,6309,736,5.76,3,1,99.8,0.8,9.5,70.4,103,1009,6,0.75,3.7,7.71
349,3305,655,0.58,0,7,98.2,1.7,0,119.1,0,58,5,0.34,12.5,7.98
76,1750,613,2.72,2,7,100.7,0.3,22.6,128,239,286,5,0.36,6.4,8.01
213,258,701,3.33,3,7,98.5,0.1,1,37.8,11,92,3,0.18,9.1,7.29
171,642,774,7.18,4,0,98.9,0.9,5.2,55.8,154,232,7,0.52,1.7,7.35
20,3827,485,8.51,7,0,99.6,1.8,7.4,58.1,170,270,6,0.63,5.4,7.28
205,509,528,2.7,3,5,101.1,17.1,19.7,82,178,253,29,1.2,8.4,7.81
14,8098,665,5.68,7,0,99.9,0.8,29.2,98,410,533,8,1.4,4.7,7.65
185,1144,599,1.08,4,4,103,22.8,5.2,87.5,711,759,29,0.65,9.9,7.8
5,2150,449,3.85,11,0,100.1,5.4,42.6,130,1864,2040,15,2.2,5.3,7.29
15,5139,470,4.41,39,0,97.1,11.1,206.3,116.9,1775,1979,35,4.2,3.3,7.09
91,16548,902,1.03,2,6,98.9,0,8.6,69.3,41,83,11,0.64,7,7.68
10,12429,383,5.32,9,6,90.4,33.4,51.2,168,458,631,59,2.6,11.9,7.53
15,270,107,16.35,26,0,88.5,28,1046.24,198,637,1108,74,12,10.5,7.37
30,122,237,15.77,2,0,96.2,2.7,770.1,128.8,40,217,17,8.8,9.1,7.65
220,1139,694,2.47,5,8,98.8,0.7,49.6,71.5,998,1100,4,0.65,4.5,7.05
10,82,228,17.1,19,1,85.1,11.2,101.7,274,331,736,38,4.7,9.6,7.32
10,307,151,7.97,6,0,99.2,2.2,517.2,133,322,556,22,6.9,10.3,7.52
259,787,787,1.48,9,0,99.4,3.6,56.1,55.5,352,391,11,2.5,5.5,7.22
10,305,248,3.03,76,6,107.7,2.6,14.6,153,600,832,12,0.89,9.9,8.07
305,4453,973,0.34,1,8,103.8,0.7,8.6,61.2,28,78,4,0.43,9.8,7.84
10,1127,202,3.32,86,4,93.6,59.5,313,105.7,1088,1274,93,2.9,10.8,7.38
305,4302,1043,0.51,10,7,99.7,0.6,0,68.9,26,66,10,0.45,7.6,7.77
9,20582,790,2,4,0,99.7,1.2,14.6,75.2,164,215,7,1.3,6.4,7.73
21,809,231,10.03,13,1,96.8,8.3,365.4,145,212,413,28,6.8,11.3,7.53
91,546,159,17.38,14,1,85.6,19.4,816.4,158,981,1405,64,7.7,11.5,6.84
320,1079,1200,0.56,4,8,103.3,0.1,0,116.4,12,26,5,0.46,2.1,7.92
183,1404,888,1.76,1,8,99.6,0.2,21.8,62.9,47,95,4,0.54,6.5,7.62
238,458,1020,3.73,5,7,98.6,0.2,6.3,44.9,146,286,10,0.63,5.9,7.43
180,406,627,2.01,10,5,101.6,0.4,45,95.9,1312,1442,6,0.47,5.3,7.62
655,521,1422,0.8,0,2,100.5,2.5,1,48.6,11,22,4,0.77,4,7.55
4,2373,542,1.54,3,8,94.6,0,58.3,82.3,471,549,4,0.33,7,7.49
320,2423,690,12.62,5,0,99.2,6,45.7,64.3,26,333,39,4.7,0,7.22
80,304,413,4.41,5,0,98.7,6.4,85.7,58.2,346,443,17,1.6,7.8,7.14
220,151,672,9.99,3,0,99.4,1.1,7.4,41.8,25,162,12,0.76,0,7.04
5,11909,956,0.62,3,7,103.8,0.4,21.3,60.4,37,70,5,1.2,6.4,7.53
320,414,455,0.57,0,7,100.9,4.3,0,517,0,73,7,0.37,12.8,7.93
20,4716,605,12,3,0,101.3,4.9,19.9,66.2,75,287,31,3.2,1.3,7.33
250,9741,1047,0.38,6,5,103.5,0.1,1,59.1,8,31,3,1.2,7.2,7.71
10,2822,201,8.49,15,5,92.1,16.8,225.4,131,764,931,56,5.5,9.6,7.31
6,914,374,7.35,77,4,78.7,73.2,866.4,362,457,715,121,2.7,14,7.25
198,896,695,1.37,3,5,107.1,0.4,9.8,75.6,3,68,5,0.23,5.8,7.69
3,3494,847,0.79,2,8,104.7,2.4,14.6,66.4,108,139,5,0.5,9.5,7.68
3,2818,482,2.47,17,4,97.6,23.1,12.2,98.8,550,659,42,2.7,10.3,6.88
15,8431,486,3.26,1,6,99.4,21,16,168,343,466,34,1.4,12.7,7.55
425,293,622,5.12,5,8,100.6,8.1,96,71.7,332,441,28,3.5,7.7,7.49
457,30.5,722,5.3,10,8,101.2,5.7,307.6,122.7,481,669,29,2.6,9.3,7.97
55,1571,385,5.34,10,8,98.4,3.8,228.2,439,386,604,111,144,9.2,8.13
363,786,1005,4.75,3,8,100.9,12,46.5,64.7,49,122,24,3.3,8.5,7.35
10,605,339,16.08,3,8,98.1,6.5,80.1,71.6,170,332,19,3.9,9.9,7.42
53,1027,1009,2.23,2,7,99.2,1.2,8.5,59.7,34,56,8,2.8,6.5,7.59
244,2387,1034,1.42,4,5,100.5,0.9,30.5,60.1,37,77,36,37,6.8,7.74
200,87,576,22.34,3,8,100.7,3.2,1,46.6,30,166,10,1.2,9.1,7.19
17,2368,322,8.6,13,8,97.2,10.2,79.8,99.6,402,581,48,28,9.9,7.45
131,2139,553,6.99,9,6,102.6,10.9,770.1,106,309,506,55,19,9.9,7.67
442,1060,976,1.6,1,7,101.7,0.8,8.5,66.6,3,52,7,0.75,7.4,7.89
85,640,351,11.3,5,8,98.9,4.2,63.8,84.4,475,629,37,23,10.1,7.46
268,78,829,11.47,3,8,99.1,3.4,7.4,33.7,31,125,13,4.7,9.1,7.39
60,2525,648,1.31,2,8,108.2,0.6,47.1,87.6,259,330,5,0.95,8.1,8.43
76,3076,854,1.76,4,7,101.7,0.8,272.3,64.2,49,113,48,45,8.6,7.78
15,1114,257,8.89,15,5,102.2,4.4,365.4,94.4,522,696,44,17,7.9,7.71
320,19,725,2.59,7,2,100.1,6.8,25.9,73.2,218,257,12,0.8,6.1,7.56
30,216,297,4.6,77,4,101.5,57,76.3,174,2511,2745,97,2.4,8.5,7.73
18,6567,423,10.74,11,3,99.5,5.5,387.3,90.9,373,607,67,30,8.1,7.53
518,2689,864,3.1,4,8,100.7,5,57.6,123,139,248,13,2.6,6.1,7.96
70,3451,746,4.3,4,8,99.7,6.8,104.3,150,198,322,22,5.5,7.4,7.83
152,716,371,7.29,14,5,99.2,14.6,185,229,1119,1393,45,11,7,7.93
37,3916,333,6.25,14,8,99.9,13.8,111.2,171,909,1128,46,12,8.7,7.71
10,4846,333,6.71,76,4,100.5,29.8,86.2,173,917,1228,69,14,9.4,7.67
376,166,1049,1.27,1,8,101.5,1.7,1.2,108.9,30,46,3,1.3,5.8,7.96
320,1040,820,1.78,9,8,98.8,7.5,26.2,89.3,274,317,12,0.75,7.5,7.78
76,1750,613,4.77,3,8,101.9,1.8,55.4,110.4,237,315,9,1,8.2,7.84
15,2371,732,2.58,3,6,99.8,12,13.5,114.2,236,288,23,5.5,8.2,7.95
183,1404,888,4.49,1,8,99.1,0.6,37.4,58.6,46,110,4,1.4,8.7,7.67
655,521,1422,0.86,1,0,101,3.3,1,48.4,22,40,5,1.8,6.5,7.64
11,1376,607,1.96,1,6,98.4,13.7,4.1,95,135,180,18,4,9.5,7.8
488,384,1108,1.04,2,8,98.8,1.9,0,73.3,4,48,3,0.3,6.2,7.85
2,2001,663,1.55,2,4,97.7,12.6,6.3,147,282,343,15,3.4,10,7.88
3,3494,847,0.92,3,8,101.6,4.5,20.8,63.6,158,183,6,0.62,9.9,7.61
329,121,863,1.02,2,8,98,6,6.3,93.5,147,179,8,1.6,7.3,7.68
26,2438,342,3.84,5,7,101.2,22.7,56.5,254,1870,2064,34,2,10.5,8.12
15,6309,736,7.14,6,8,97.3,2,16.1,69.5,121,148,5,0.71,6.8,7.57
349,3305,655,0.7,2,3,102.3,2.9,5.2,119,1,100,8,0.5,11.3,7.84
213,258,701,3.84,4,8,95.8,0.8,1,37.8,14,107,2,0.57,8.3,7.2
171,642,774,8.45,4,7,97.7,1.6,0,53.6,110,168,3,0.42,7.1,7.43
20,3827,485,9.61,5,8,98.7,2,10.9,56.8,177,262,7,0.78,8.2,7.31
205,509,528,5.23,4,2,100.3,23.9,298.7,73.4,174,300,51,5,8.7,7.66
185,1144,599,2.49,6,2,102.4,25.6,14.3,84.4,711,771,32,1.1,10,7.66
14,8098,665,11.24,20,8,99,8.2,2419.2,104.6,411,750,72,27,5.5,7.55
5,2150,449,7.41,37,7,96.9,15.5,1986.28,148,1869,2267,64,22,6.2,7.22
10,605,339,5.23,2,3,99.2,3.4,68.9,100.5,329,402,6,0.72,6.9,7.26
15,5139,470,15.2,97,2,98.2,29.5,2419.2,129,1361,2316,217,57,5.1,7.25
10,12429,383,5.28,16,7,94.6,29.3,387.3,153,434,626,56,4.9,11.2,7.47
91,16548,902,1.03,3,1,101.4,0.3,10.9,68.6,44,109,4,0.77,7.8,7.68
30,122,237,11.49,2,1,96.4,4.6,63,104.2,57,163,12,5.3,11.4,7.43
15,270,107,19.07,63,0,85.6,32.3,1203.31,170,680,1291,114,32,12.7,7.08
200,87,576,3.72,2,3,100.9,4.1,1,66.5,64,90,5,0.33,5.9,7.52
220,1139,694,2.69,5,1,98.7,2,59.4,58.7,655,739,3,0.68,5.1,7.21
259,787,787,1.71,11,6,95.3,6.4,44.8,52.7,292,363,9,1.6,6.4,7.19
10,307,151,15.66,34,6,102,10.9,676,108,671,1045,48,17,12.2,7.04
17,2368,322,4.02,22,1,98.3,13.1,24.3,189,921,1085,27,2.4,8.2,7.58
10,305,248,4.02,13,7,101.2,6.4,139.1,82.7,911,1055,26,3.8,11.2,7.09
320,414,455,0.45,1,1,101.5,7.3,0,521,0,103,8,0.59,11.4,8.05
305,4453,973,0.22,3,4,102.7,0.2,0,61.5,30,65,3,0.49,9.8,7.94
85,640,351,3.72,8,1,99.3,7.8,15.6,171,1088,1213,15,2,9.2,7.54
10,1127,202,12.11,61,7,82.5,32,2419.2,83.3,1168,1712,153,28,11.3,6.85
9,20582,790,7.68,24,2,97.7,11.5,1413.6,89.4,428,766,62,20,7,7.56
305,4302,1043,0.51,16,8,100.5,1.1,28.8,66.5,28,102,6,0.77,8.1,7.75
6,914,374,9.37,103,5,82.4,74.6,1565,323,479,917,143,5.9,13.2,7.19
268,78,829,2.96,2,3,98.8,3.3,2,56.8,72,163,4,0.64,6.1,7.56
21,809,231,19.32,15,7,91.8,6.7,309,118.3,370,648,39,21,12.3,7.03
320,1079,1200,0.62,4,8,100.1,0.7,2,112.3,14,30,2,0.73,3.2,7.92
3,2818,482,2.7,12,4,98.2,27.6,18.9,94.1,536,608,41,3.2,10.4,7.07
91,546,159,30.42,172,8,71,54.8,669,117,1041,1868,144,36,12.5,6.36
238,458,1020,3.15,3,8,104.2,0.8,10.9,44.8,191,291,6,0.43,4.9,7.49
180,406,627,1.66,6,8,101.9,3,38.4,94.7,1394,1514,7,0.48,5.6,7.67
320,2423,690,12.45,4,8,98.2,5.4,23.8,57,12,276,25,3.8,3.5,7.22
4,2373,542,1.49,5,8,114.4,1.2,23.1,78.6,481,567,3,0.45,6.8,7.65
80,304,413,6.14,10,8,98.5,10.9,108.1,51.2,391,519,26,2.7,9,7.09
220,151,672,12.63,5,4,99.1,2.6,41.9,42.9,35,269,18,2.1,2.9,7.1
5,11909,956,0.51,1,8,100.4,0.4,34.1,59.3,34,45,5,1.1,6.6,7.7
10,2822,201,11.69,24,8,99.7,19.3,613.1,117,1152,1490,85,17,10.7,7.15
20,4716,605,13.31,6,2,100.1,6.9,34.5,66.8,146,456,31,3.7,3.4,7.35
250,9741,1047,0.68,2,8,97,0.5,0,57.8,12,40,3,1.9,6.2,7.71
198,896,695,1.2,3,8,103.7,2.8,3.1,74.9,2,57,5,0.3,6.9,7.87
15,8431,486,3.66,3,7,97.9,22.3,61.3,154,357,499,34,1.8,11.4,7.5
53,1027,1009,0.58,2,2,98.1,0.6,1,89.3,44,50,2,0.46,6,7.7
15,1114,257,10.4,31,7,99.7,9.2,717,72,496,752,99,37,10.2,7.37
320,19,725,8.79,11,7,100.9,7.3,57.3,52.2,250,355,16,1.2,8.3,7.22
30,216,297,9.71,59,5,100.2,43.3,583,112.8,1423,2086,231,16,9.8,7.42
18,6567,423,8.91,8,5,98.3,8.1,223,83.6,361,604,66,34,9.3,7.49
363,786,1005,1.37,2,2,100.8,14,12.1,98.4,54,84,18,0.56,7,7.45
244,2387,1034,2.17,3,8,101.1,1.7,80.9,65.7,65,102,12,8.4,7.5,7.7
518,2689,864,3.33,3,7,100.9,4.8,44.8,92.2,92,159,21,14,7.1,7.84
70,3451,746,4.63,8,5,99.4,6.7,39.9,107.7,150,271,38,25,7.9,7.75
131,2139,553,5.77,8,7,102,8.5,52,75.9,429,610,32,5.8,9.5,7.49
442,1060,976,5.44,4,7,101.8,2.1,18.7,63.3,69,162,23,9.4,7.3,7.63
152,716,371,13.79,52,5,96,31.7,3990,176,1061,2253,755,320,9.6,8.04
60,2525,648,8.21,8,7,100.7,9.3,14.5,99.5,468,727,52,29,9.1,7.65
37,3916,333,15.6,58,3,96,21.6,3890,166,964,2366,1062,430,10,7.83
457,30.5,722,4.94,6,7,100.7,10.1,74,103.5,676,829,26,5.4,9.5,7.75
76,3076,854,1.36,3,7,101.5,0.8,24.9,66.2,81,112,8,7.6,9.7,7.81
10,4846,333,14.8,74,3,96.1,22.7,3130,161,958,2434,968,410,10.1,7.73
55,1571,385,7,15,8,97.7,13,410,378,575,871,220,225,10.8,8.1
376,166,1049,1.04,1,5,100.9,1.4,0,99,25,34,4,1.2,5.9,8.08
320,1040,820,2.06,3,0,99.1,5.5,21.6,86.8,207,260,10,0.56,7.8,7.97
15,6309,736,2.81,2,8,98.3,2,14.3,74.7,154,177,6,0.7,8.4,7.7
76,1750,613,3.27,4,6,101.4,3.8,15.8,114.5,351,430,9,0.64,8.5,7.95
213,258,701,3.55,8,8,94.6,0.5,0,37.8,22,82,3,0.31,7.2,7.28
15,2371,732,2.23,1,2,104.5,6.5,765.6,112.6,154,206,17,4.8,9.4,8.26
171,642,774,4.25,0,7,98.5,0.4,5.2,61.8,127,154,4,0.35,9,7.54
20,3827,485,6.38,4,2,98,1.6,36.9,62,210,267,7,0.94,9.9,7.47
14,8098,665,12.22,68,8,97,14.7,2419.2,103.3,398,1219,231,61,5.2,7.52
5,2150,449,15.33,190,6,94,62.8,2419.2,149,1700,3135,373,63,6.1,7.18
183,1404,888,2.23,0,8,99.8,0,15.8,62.6,72,119,4,0.47,7.6,7.78
15,5139,470,16.18,148,0,96.9,57.9,2540.16,117.9,1340,2456,275,53,4.8,7.36
655,521,1422,0.79,0,0,100.2,3.1,3.2,47.2,26,118,6,2.2,4.2,7.71
220,1139,694,9.81,6,0,97.2,1,139.1,63.6,699,919,21,5.4,5.6,7.11
11,1376,607,1.89,1,7,98.9,12.7,6.3,90.6,94,133,17,3.3,10.1,7.78
488,384,1108,0.98,1,5,99.3,1.5,0,72.2,9,70,5,0.4,6,7.93
259,787,787,5.22,6,0,98.8,6,104.6,56.2,367,542,28,4.8,4.5,7.29
2,2001,663,1.95,2,1,102,7.7,12,157,340,477,18,4.1,11.2,8.18
9,20582,790,6.53,28,2,98.8,10.6,1413.6,82.9,278,582,61,15,6.4,7.71
3,3494,847,0.97,1,0,101.7,4.2,1,62.6,223,260,7,1.2,10.3,7.64
238,458,1020,3.84,2,7,100.3,0.8,21.3,50.6,168,323,8,1.9,3.9,7.65
180,406,627,2.8,2,7,100.2,3.6,50.4,94.4,969,1109,11,0.73,4.6,7.78
329,121,863,1.53,0,0,100.1,4.8,8.3,87.2,112,130,11,4.2,6.6,7.72
4,2373,542,2.28,5,8,99.5,0.7,38.4,94,495,596,3,0.34,6.5,7.72
320,2423,690,8.52,4,7,99.9,2,19.2,80.4,23,220,22,2.2,3.1,7.52
220,151,672,12.08,3,7,99.7,1.4,6.3,42.7,2,318,9,0.76,0.2,7.24
5,11909,956,0.57,0,3,100.2,0.1,9.8,60.9,27,59,3,1.2,6.9,7.59
250,9741,1047,0.74,1,7,98.2,0.2,1,59.3,12,35,3,1.1,6.2,7.78
20,4716,605,10.06,3,8,104.3,5.5,18.1,75.4,68,277,23,2.4,2.7,7.56
26,2438,342,5.22,3,1,102.2,22.3,125,269,1853,2077,45,3.6,11.2,8.17
198,896,695,1.94,2,7,101.8,2,9.7,68.8,13,108,8,0.4,6,7.73
53,1027,1009,1.16,1,8,98.5,0.6,2,83.3,41,40,2,0.34,6.4,7.7
91,16548,902,1.2,4,8,99.4,0.3,7.4,74,43,98,6,0.8,7.2,7.79
15,1114,257,8.97,9,7,103.6,3.8,435.2,93,362,529,34,16,8.7,7.74
320,19,725,2.37,3,8,100,4.3,34.5,72.7,147,176,9,1.2,5.9,7.57
349,3305,655,0.28,1,1,99.8,3,0,120.1,0,70,7,0.27,11.1,7.75
30,216,297,4.39,53,4,103.4,60.2,613.1,190,2656,2899,98,2.7,9.6,7.85
305,4453,973,0.62,1,8,104.3,0.2,0,72,52,87,2,0.7,9.3,8.2
305,4302,1043,0.56,14,7,101.2,1.2,9.7,69.2,29,75,7,1,8.1,7.86
205,509,528,2.41,4,1,102.3,18.4,5.2,83,168,240,28,1.1,7.3,7.84
320,1079,1200,1.54,5,6,101.2,0.1,1,106.9,22,76,11,2.25,5.2,7.91
18,6567,423,10.46,7,7,98.9,5.1,461.1,88,337,546,42,18,9.3,7.58
185,1144,599,1.15,20,1,102.8,24.8,14.6,87,706,754,29,0.76,10,7.73
10,605,339,4.3,3,4,97.9,5.4,172.3,98.2,352,387,8,0.6,8.9,7.3
363,786,1005,0.69,0,4,101.3,14.6,12.2,110.2,38,68,17,0.5,7.2,7.54
15,270,107,12.05,15,0,91.4,16.5,47.2,192,362,588,52,7.7,10.5,7.47
518,2689,864,2.52,1,6,105.1,2.1,13.5,126,45,122,9,0.93,6.1,8.11
30,122,237,5.63,2,0,97.7,2.7,41,119.5,4,150,6,1.2,10,7.64
200,87,576,4.09,1,6,99.6,4,0,65.2,54,77,7,0.37,7.5,7.57
10,12429,383,6.89,38,7,96.6,20.7,52.9,159,739,976,54,4.5,11.8,7.32
70,3451,746,2.87,0,3,108.3,0.8,9.7,155,1,105,6,1.2,7.9,8.21
10,307,151,7.06,2,5,101.6,2.6,96,117.9,358,510,12,2.6,12,7.5
10,82,228,19.93,19,1,92.1,11.5,167.4,224,245,701,44,7.3,10.7,7.37
17,2368,322,3.16,11,5,97.8,15.5,58.1,159,755,875,29,2.6,9.4,7.61
131,2139,553,5.05,4,8,103.8,6.8,32.7,89.3,384,479,17,2.4,8.2,7.66
320,414,455,0.69,1,5,103.6,7.9,0,517,0,100,11,0.4,11.7,7.94
10,305,248,2.64,63,6,103.4,1.5,15.8,139,696,891,6,0.85,11.1,7.59
152,716,371,4.6,10,6,100.2,10.1,46.5,279,842,1010,21,2.4,8.1,8.15
85,640,351,2.81,6,5,104.8,5.3,32.7,130,708,797,12,1.4,10,7.64
21,809,231,6.26,12,4,97.8,4.2,74.4,144,48,215,16,4.2,12.5,7.44
37,3916,333,4.88,3,6,111.2,3.7,33.6,183,575,755,13,2.2,9.9,8.12
91,546,159,10.4,21,4,91.8,10.6,55.6,126,540,820,49,8,12.3,6.84
6,914,374,7.19,82,5,77.4,75.2,70.8,360,436,863,144,3.6,14,7.27
268,78,829,3.39,1,6,101.4,1.3,0,42.4,27,56,5,1.4,7.2,7.47
10,1127,202,4.01,31,6,93.2,39.9,95.9,116.5,1276,1461,92,6.1,12,7.22
3,2818,482,2.23,9,6,102,22.6,12.2,95.9,546,599,35,1.6,11.2,6.98
10,4846,333,5.1,49,7,120.4,17.6,45.7,182,548,779,34,2.1,10.7,8.33
80,304,413,5.17,6,1,99,8.6,78.9,55.6,454,551,23,1.7,10,7.2
10,2822,201,6.55,17,3,105.8,15.2,166.4,119.3,1117,1309,63,6.4,11,7.25
15,8431,486,4.02,2,7,106.9,18.8,23.1,154,454,600,37,1.6,12.4,7.59
425,293,622,4.84,2,8,104.3,5,72.7,84.4,151,249,15,1.2,10.2,7.93
457,30.5,722,5.12,9,8,103.7,7.2,107.6,159,257,411,19,1.9,10,8.49
55,1571,385,4.6,5,2,100.4,4.1,21.1,499,140,300,34,42,10.1,8.15
244,2387,1034,1.22,1,4,100.4,1.5,151.5,63.5,48,97,30,22,8.2,7.75
442,1060,976,1.66,1,2,100.7,1.1,8.4,64.9,11,47,7,1.5,8.2,8
60,2525,648,1.55,0,2,109.1,1.1,19.9,81.4,202,252,6,1.7,10.3,8.33
76,3076,854,0.81,2,4,101.7,0.7,57.6,71.1,238,286,34,33,11.7,7.66
320,1040,820,1.38,4,7,104.7,2,7.2,96.6,166,225,6,0.7,9,8.12
15,2371,732,1.96,2,1,113.1,2,2,121.4,21,94,7,0.83,11.9,8.61
488,384,1108,0.92,5,7,99.1,2.2,0,83.5,5,48,3,0.26,9.2,7.94
2,2001,663,1.38,1,1,138.7,1.2,0,163,13,97,5,1.3,14.7,9.24
329,121,863,0.92,0,1,102.4,1.7,2,100.9,8,42,4,0.68,8.8,7.95
11,1376,607,1.61,1,0,105.2,4.5,2,100.7,5,36,10,1.9,12.2,8.06
26,2438,342,3.22,3,0,141.7,1.9,1,228,1330,1476,4,0.7,15.5,9.25
10,605,339,2.42,2,3,106.5,1.3,26.2,107.7,278,337,3,0.31,11.7,7.53
376,166,1049,0.46,0,0,99.8,1.9,0,117.1,28,45,4,0.32,7.2,8.15
15,6309,736,2.71,2,0,99,0.3,6.3,72,78,142,3,0.39,11.3,7.71
200,87,576,2.01,5,0,101.1,4.6,0,75.1,76,128,6,0.26,9.9,7.7
76,1750,613,2.19,5,0,106.2,0.9,8.6,130,253,334,5,0.43,10,8.19
17,2368,322,2.82,5,5,129,0.9,13,198,592,818,14,3,15.2,8.73
213,258,701,2.63,1,1,98.8,0.5,8.6,38.7,21,92,2,0.49,9.5,7.42
171,642,774,2.53,0,0,99.2,0.9,0,63.1,25,62,2,0.25,12.7,7.78
85,640,351,2.59,9,7,134.8,1,16.6,179,963,1126,10,0.78,15.1,8.52
20,3827,485,5.12,1,0,99.6,0.6,13.4,58.6,132,215,6,0.32,12.6,7.55
14,8098,665,3.36,2,1,116.9,1,17.1,78.9,218,326,5,0.94,11.2,8.79
268,78,829,1.32,2,6,102.2,1,3.1,67.4,10,41,2,0.3,11.7,7.92
5,2150,449,2.27,5,2,102.7,7.1,20.3,96.4,1041,1137,9,1.4,12.4,7.71
183,1404,888,1.61,0,8,100.5,2,12.6,56.8,26,62,3,0.94,10.6,7.7
15,270,107,13.76,15,7,90.4,16.4,124.6,189,271,495,48,6.8,15.2,7.55
15,5139,470,4.08,11,8,97.7,7.7,48,103.8,1531,1705,18,1.8,10.2,7.15
10,12429,383,4.36,2,8,106,19,101.4,164,375,579,54,3.6,14.5,7.64
655,521,1422,0.63,0,4,101.4,2.3,0,47,10,25,5,1.4,7.1,7.67
91,16548,902,1.31,3,8,102.1,1.2,6.3,69.6,39,88,7,3.2,10.1,7.77
10,82,228,21.19,27,8,86.8,22.5,201.4,227,148,495,48,6.1,14.5,7.34
220,1139,694,1.88,3,3,96.6,2.4,20.1,61,629,714,12,0.6,9.8,7.1
10,305,248,6.13,6,8,105.5,1.2,166.9,132,342,488,13,1.5,15.2,7.88
259,787,787,1.14,5,1,104.3,6.1,17.5,57.1,297,352,9,1.1,12,7.32
305,4453,973,0.57,3,7,106,1.3,13.4,70.4,47,97,3,0.45,10.4,8.08
10,1127,202,3.84,27,7,91.7,56.1,272.3,117.2,1076,1262,103,5.4,15.8,7.32
9,20582,790,1.61,2,1,101.7,1.2,4.1,70.8,49,103,7,3.2,11,7.82
3,3494,847,0.68,3,4,104.5,1.6,3,62.5,128,150,5,0.71,13.5,7.71
320,1079,1200,0.8,1,8,101.9,0.8,0,100.7,23,52,21,4.2,7.6,7.91
238,458,1020,2.87,3,8,103.2,0.6,5.2,45.9,153,269,4,0.38,8.3,7.77
320,2423,690,9.12,2,8,97.8,11.7,26.9,88.7,27,222,29,2.7,9.8,7.6
180,406,627,1.76,11,8,106,2.5,62.7,85.4,731,825,5,0.41,9.8,8.03
4,2373,542,1.82,8,8,103.3,1.9,110,80.1,362,465,4,0.49,10.1,7.73
80,304,413,13.71,20,6,96.9,21.5,2419.2,54.1,365,684,66,6.4,12.4,7.24
30,122,237,22.17,6,4,98.2,11.5,1201,98.1,116,292,26,18,12.9,7.48
220,151,672,8.72,11,8,96,5.4,238.2,52.2,25,216,15,0.89,9.5,7.31
10,307,151,23.68,29,5,100.5,18.3,6488,94.1,350,877,85,34,15.3,7.29
320,414,455,0.57,0,7,114.8,4.5,7.3,519,2,103,9,0.54,13.5,8.04
5,11909,956,0.85,2,7,99.7,1.3,52,62,116,154,5,1.1,10,7.6
250,9741,1047,0.45,3,7,106.8,1.7,0,57.9,9,39,3,1.2,8.6,7.77
20,4716,605,9.82,5,8,104.4,4.3,58.3,72,28,217,22,1.6,10.6,7.81
6,914,374,9.31,59,5,72.9,87.2,156.5,379,401,782,140,3.3,16.6,7.28
198,896,695,1.43,3,7,104,2.9,2,73.9,5,75,5,0.34,11,7.84
10,2822,201,7.78,24,5,91.4,17.9,2419.2,113.1,734,1069,99,22,15.7,7.34
21,809,231,17.9,24,6,94.7,12.1,3448,130,134,514,47,24,16.1,7.39
91,546,159,23.01,105,5,79.3,40.2,6488,102.3,612,1339,132,26,15.3,6.51
15,8431,486,3.38,2,4,119.3,8.1,25.7,164,257,433,29,1.9,14.1,8.04
3,2818,482,2.22,4,4,118,17.5,42.8,98.3,466,552,35,2.3,14.8,7
15,1114,257,13.45,27,1,99.7,7.1,2098,72.9,305,769,290,130,10.8,7.37
320,19,725,5.05,10,2,101.1,7.6,108,63.3,202,283,13,0.71,6.8,7.41
