Altitude,Catchment area,Catchment height,Absorbance Coefficient,Ammonia,Cloud Cover,Dissolved Oxygen Saturation,Dissolved Reactive Phosphate,E Coli,Electrical Conductivity,Nitrate + Nitrite,Ring Temp,Total Nitrogen,Total Phosphate,Turbidity,Water Temp,pH
655,521,1422,0.46,0,8,100.9,2,5.2,48.4,1,-13.2,10,5,0.48,7.2,7.66
180,406,627,2.06,23,8,101.8,1.2,40.2,95.7,1201,13.84666025,1332,5,0.26,8.3,7.55
329,121,863,1.67,1,5,96.3,6.2,17.1,90.2,94,-14.24535012,128,13,5.3,9.1,7.74
4,2373,542,1.67,2,8,99.2,0.6,298.7,87.2,397,-14.62873884,485,3,0.26,10,7.55
220,151,672,10.4,2,8,97.7,5,48.7,41.5,1,13.38842784,138,16,0.6,7.5,7.21
320,414,455,0.58,0,6,104.8,4.4,2,522,0,15.69968153,84,6,0.27,15.6,8.17
5,11909,956,0.75,14,8,102.3,0.6,21.6,63.5,80,15.01099597,126,3,0.71,11.1,7.75
20,4716,605,11.95,2,5,101.2,8.4,43.2,78.7,20,13.56760849,253,35,2.3,7.8,7.57
250,9741,1047,0.58,6,8,100.6,0.4,1,58.7,12,-14.91576347,71,3,0.77,10.8,7.8
26,2438,342,3.09,4,0,117.7,12.9,57.3,206,528,15.55892027,666,23,0.92,13.6,8.71
198,896,695,1.59,7,8,105.6,2,7.4,78,2,-14.94824405,103,6,0.25,10.9,7.89
6,914,374,8.8,86,2,77.6,114.9,517.2,389,452,-15.69968153,817,181,3.2,15.6,7.37
3,3494,847,0.46,2,2,114.6,1.6,7.3,68.6,19,15.62817968,73,6,0.36,14.2,8.32
3,2818,482,2.29,10,3,105.6,23.4,13.2,98.1,504,15.53061493,556,35,0.82,13.4,7.08
15,1114,257,7,7,8,104.4,2.9,40.2,104.5,296,-15.04127654,525,13,3.1,11.2,7.88
18,6567,423,6.96,8,8,99.2,2.5,28.2,133,44,-15.09966887,157,13,2.5,11.4,7.66
363,786,1005,0.73,2,8,100.1,20.8,18.7,115,23,-14.42393844,40,26,0.4,9.5,7.54
244,2387,1034,0.46,0,8,99.9,0.7,119.8,69.1,44,-13.56760849,69,4,2.1,7.8,7.68
53,1027,1009,0.75,1,2,98.9,0.8,2,82.9,43,10.46900186,55,3,0.7,4,7.64
518,2689,864,5.11,3,8,100.3,3.5,43.5,76.5,43,14.29125607,165,88,64,9.2,7.73
91,16548,902,1.15,2,8,97.6,0.6,3.1,73.8,43,-14.24535012,67,3,0.8,9.1,7.58
70,3451,746,5.76,1,8,99.3,3.5,344.8,90.6,37,-14.70510116,216,143,80,10.2,7.66
30,122,237,13.07,3,8,96.4,3.7,613.1,130,48,-15.69872606,306,19,3.5,15.5,7.49
10,12429,383,3.95,10,7,96.1,36,214.3,168,324,-15.69968153,516,67,3.6,15.6,7.59
442,1060,976,2.36,2,8,101.5,0.4,27.5,68.7,8,13.89964028,69,6,1.5,8.4,7.76
425,293,622,13.59,37,6,101.5,26.6,1553.07,63.7,270,-15.09966887,698,139,25,11.4,7.32
10,307,151,8.38,4,7,98.7,2.7,517.2,141,159,-15.63745504,429,24,4.3,17.1,7.44
131,2139,553,4.29,6,7,105.7,6.1,114.5,126.9,106,-15.18189712,207,20,1.7,11.7,7.82
152,716,371,16.49,32,8,95.5,21.6,8650,171,567,-15.01099597,1761,780,350,11.1,8.13
10,305,248,9.35,94,7,100.7,23,1986.28,95.4,884,15.65407295,1955,127,17,14.5,6.83
305,4453,973,0.35,3,2,104.8,0.8,1,64,27,15.04127654,64,4,0.6,11.2,7.91
10,1127,202,5.61,0,8,91.2,41.7,613.1,98.6,885,15.63745504,1106,85,3.4,14.3,7.29
37,3916,333,10.29,12,8,98.5,14,1046.24,134,308,-15.09966887,786,318,175,11.4,7.73
60,2525,648,1.55,2,8,101.5,0.8,59.4,89,323,14.54922678,375,5,1,9.8,8.29
305,4302,1043,0.4,8,2,100.8,0.5,4.1,66,22,-14.54922678,76,7,3,9.8,7.77
457,30.5,722,9.28,11,8,100,17.7,648.8,89.5,419,-15.48321672,727,66,10,13.1,7.64
10,4846,333,9.71,35,8,98.1,15.5,1046.24,133,300,15.127789,793,325,80,11.5,7.68
320,1079,1200,0.75,4,3,103.6,0.3,0,109.7,16,11.00227249,55,19,1.8,4.5,7.82
21,809,231,11.42,5,5,92.3,7.8,1732.87,129,79,-15.63745504,324,39,9,17.1,7.36
91,546,159,14.12,23,4,84.5,27.5,1553.07,167,515,15.68438714,965,94,7.6,16.4,7.02
76,3076,854,0.46,1,8,101.7,0.5,35.5,68.2,37,-14.77836256,61,3,1.6,10.4,7.8
55,1571,385,10.24,23,8,96.5,14.9,980.4,304,520,-15.57209042,1027,544,390,13.7,8.04
80,304,413,19.41,28,8,94.1,19.4,2419.17,53.4,374,15.30490118,912,127,17,12.2,6.95
10,2822,201,14.09,133,4,82.5,25.7,2419.17,134,1528,15.65407295,2604,304,38,14.5,6.98
15,8431,486,4.24,5,3,101.2,24,648.8,171,294,15.6971335,466,57,3,15.4,7.62
15,270,107,26.63,28,5,82.1,27.8,203,207,694,-15.69968153,1269,77,9.5,15.6,7.22
10,82,228,25.67,20,4,76.4,17.8,336,305,679,15.67960459,1346,62,9.2,14.9,7.16
320,1040,820,1.99,4,0,99.4,5.4,27.2,83,226,-12.34503949,286,11,0.62,6,7.78
15,2371,732,2.36,3,0,101.4,8.1,16.1,100.4,168,13.44916354,246,21,4.5,7.6,8
11,1376,607,2.45,0,0,98.3,11.3,21.1,87.6,127,-13.56760849,158,23,5.7,7.8,7.74
488,384,1108,1.03,1,8,99.4,1.2,4.1,65.3,13,11.48912529,44,3,0.4,5,7.84
2,2001,663,1.99,4,5,95.7,8.9,31.3,129,175,14.46651306,244,16,6,9.6,7.98
329,121,863,1.18,0,0,96.5,5.1,6.3,87.6,124,11.8490506,156,18,8.5,5.4,7.65
26,2438,342,2.56,5,0,100.7,16.9,23.5,192,905,14.33631752,1035,31,3.2,9.3,8.09
376,166,1049,0.7,1,4,100.2,2.3,1,115.7,26,10.12373449,27,3,0.45,3.7,8.06
15,6309,736,5.76,3,1,99.8,0.8,9.5,70.4,103,-10.12373449,1009,6,0.75,3.7,7.71
349,3305,655,0.58,0,7,98.2,1.7,0,119.1,0,15.37042615,58,5,0.34,12.5,7.98
76,1750,613,2.72,2,7,100.7,0.3,22.6,128,239,-12.64911064,286,5,0.36,6.4,8.01
213,258,701,3.33,3,7,98.5,0.1,1,37.8,11,14.24535012,92,3,0.18,9.1,7.29
171,642,774,7.18,4,0,98.9,0.9,5.2,55.8,154,7.105631572,232,7,0.52,1.7,7.35
20,3827,485,8.51,7,0,99.6,1.8,7.4,58.1,170,11.8490506,270,6,0.63,5.4,7.28
205,509,528,2.7,3,5,101.1,17.1,19.7,82,178,-13.89964028,253,29,1.2,8.4,7.81
14,8098,665,5.68,7,0,99.9,0.8,29.2,98,410,-11.20223192,533,8,1.4,4.7,7.65
185,1144,599,1.08,4,4,103,22.8,5.2,87.5,711,14.5893797,759,29,0.65,9.9,7.8
5,2150,449,3.85,11,0,100.1,5.4,42.6,130,1864,-11.76137747,2040,15,2.2,5.3,7.29
15,5139,470,4.41,39,0,97.1,11.1,206.3,116.9,1775,-9.62964174,1979,35,4.2,3.3,7.09
91,16548,902,1.03,2,6,98.9,0,8.6,69.3,41,13.0690474,83,11,0.64,7,7.68
10,12429,383,5.32,9,6,90.4,33.4,51.2,168,458,15.23318745,631,59,2.6,11.9,7.53
15,270,107,16.35,26,0,88.5,28,1046.24,198,637,14.81384488,1108,74,12,10.5,7.37
30,122,237,15.77,2,0,96.2,2.7,770.1,128.8,40,-14.24535012,217,17,8.8,9.1,7.65
220,1139,694,2.47,5,8,98.8,0.7,49.6,71.5,998,11.00227249,1100,4,0.65,4.5,7.05
10,82,228,17.1,19,1,85.1,11.2,101.7,274,331,14.46651306,736,38,4.7,9.6,7.32
10,307,151,7.97,6,0,99.2,2.2,517.2,133,322,-14.74211654,556,22,6.9,10.3,7.52
259,787,787,1.48,9,0,99.4,3.6,56.1,55.5,352,11.93524193,391,11,2.5,5.5,7.22
10,305,248,3.03,76,6,107.7,2.6,14.6,153,600,-14.5893797,832,12,0.89,9.9,8.07
305,4453,973,0.34,1,8,103.8,0.7,8.6,61.2,28,-14.54922678,78,4,0.43,9.8,7.84
10,1127,202,3.32,86,4,93.6,59.5,313,105.7,1088,14.91576347,1274,93,2.9,10.8,7.38
305,4302,1043,0.51,10,7,99.7,0.6,0,68.9,26,-13.44916354,66,10,0.45,7.6,7.77
9,20582,790,2,4,0,99.7,1.2,14.6,75.2,164,12.64911064,215,7,1.3,6.4,7.73
21,809,231,10.03,13,1,96.8,8.3,365.4,145,212,15.07083276,413,28,6.8,11.3,7.53
91,546,159,17.38,14,1,85.6,19.4,816.4,158,981,15.127789,1405,64,7.7,11.5,6.84
320,1079,1200,0.56,4,8,103.3,0.1,0,116.4,12,-7.84410607,26,5,0.46,2.1,7.92
183,1404,888,1.76,1,8,99.6,0.2,21.8,62.9,47,-12.72202814,95,4,0.54,6.5,7.62
238,458,1020,3.73,5,7,98.6,0.2,6.3,44.9,146,-12.26580613,286,10,0.63,5.9,7.43
180,406,627,2.01,10,5,101.6,0.4,45,95.9,1312,11.76137747,1442,6,0.47,5.3,7.62
655,521,1422,0.8,0,2,100.5,2.5,1,48.6,11,10.46900186,22,4,0.77,4,7.55
4,2373,542,1.54,3,8,94.6,0,58.3,82.3,471,-13.0690474,549,4,0.33,7,7.49
320,2423,690,12.62,5,0,99.2,6,45.7,64.3,26,-0.0001772,333,39,4.7,0,7.22
80,304,413,4.41,5,0,98.7,6.4,85.7,58.2,346,-13.56760849,443,17,1.6,7.8,7.14
220,151,672,9.99,3,0,99.4,1.1,7.4,41.8,25,0.0001772,162,12,0.76,0,7.04
5,11909,956,0.62,3,7,103.8,0.4,21.3,60.4,37,12.64911064,70,5,1.2,6.4,7.53
320,414,455,0.57,0,7,100.9,4.3,0,517,0,15.42984122,73,7,0.37,12.8,7.93
20,4716,605,12,3,0,101.3,4.9,19.9,66.2,75,6.255397672,287,31,3.2,1.3,7.33
250,9741,1047,0.38,6,5,103.5,0.1,1,59.1,8,13.2,31,3,1.2,7.2,7.71
10,2822,201,8.49,15,5,92.1,16.8,225.4,131,764,-14.46651306,931,56,5.5,9.6,7.31
6,914,374,7.35,77,4,78.7,73.2,866.4,362,457,-15.60769041,715,121,2.7,14,7.25
198,896,695,1.37,3,5,107.1,0.4,9.8,75.6,3,12.18523697,68,5,0.23,5.8,7.69
3,3494,847,0.79,2,8,104.7,2.4,14.6,66.4,108,-14.42393844,139,5,0.5,9.5,7.68
3,2818,482,2.47,17,4,97.6,23.1,12.2,98.8,550,14.74211654,659,42,2.7,10.3,6.88
15,8431,486,3.26,1,6,99.4,21,16,168,343,15.41071056,466,34,1.4,12.7,7.55
425,293,622,5.12,5,8,100.6,8.1,96,71.7,332,13.50888597,441,28,3.5,7.7,7.49
457,30.5,722,5.3,10,8,101.2,5.7,307.6,122.7,481,-14.33631752,669,29,2.6,9.3,7.97
55,1571,385,5.34,10,8,98.4,3.8,228.2,439,386,-14.29125607,604,111,144,9.2,8.13
363,786,1005,4.75,3,8,100.9,12,46.5,64.7,49,13.95170241,122,24,3.3,8.5,7.35
10,605,339,16.08,3,8,98.1,6.5,80.1,71.6,170,14.5893797,332,19,3.9,9.9,7.42
53,1027,1009,2.23,2,7,99.2,1.2,8.5,59.7,34,-12.72202814,56,8,2.8,6.5,7.59
244,2387,1034,1.42,4,5,100.5,0.9,30.5,60.1,37,-12.93367697,77,36,37,6.8,7.74
200,87,576,22.34,3,8,100.7,3.2,1,46.6,30,14.24535012,166,10,1.2,9.1,7.19
17,2368,322,8.6,13,8,97.2,10.2,79.8,99.6,402,-14.5893797,581,48,28,9.9,7.45
131,2139,553,6.99,9,6,102.6,10.9,770.1,106,309,-14.5893797,506,55,19,9.9,7.67
442,1060,976,1.6,1,7,101.7,0.8,8.5,66.6,3,-13.326665,52,7,0.75,7.4,7.89
85,640,351,11.3,5,8,98.9,4.2,63.8,84.4,475,-14.66731059,629,37,23,10.1,7.46
268,78,829,11.47,3,8,99.1,3.4,7.4,33.7,31,-14.24535012,125,13,4.7,9.1,7.39
60,2525,648,1.31,2,8,108.2,0.6,47.1,87.6,259,-13.73790377,330,5,0.95,8.1,8.43
76,3076,854,1.76,4,7,101.7,0.8,272.3,64.2,49,14.00285685,113,48,45,8.6,7.78
15,1114,257,8.89,15,5,102.2,4.4,365.4,94.4,522,13.62534403,696,44,17,7.9,7.71
320,19,725,2.59,7,2,100.1,6.8,25.9,73.2,218,12.42296261,257,12,0.8,6.1,7.56
30,216,297,4.6,77,4,101.5,57,76.3,174,2511,-13.95170241,2745,97,2.4,8.5,7.73
18,6567,423,10.74,11,3,99.5,5.5,387.3,90.9,373,-13.73790377,607,67,30,8.1,7.53
518,2689,864,3.1,4,8,100.7,5,57.6,123,139,-12.42296261,248,13,2.6,6.1,7.96
70,3451,746,4.3,4,8,99.7,6.8,104.3,150,198,13.326665,322,22,5.5,7.4,7.83
152,716,371,7.29,14,5,99.2,14.6,185,229,1119,13.0690474,1393,45,11,7,7.93
37,3916,333,6.25,14,8,99.9,13.8,111.2,171,909,-14.05311354,1128,46,12,8.7,7.71
10,4846,333,6.71,76,4,100.5,29.8,86.2,173,917,-14.38054241,1228,69,14,9.4,7.67
376,166,1049,1.27,1,8,101.5,1.7,1.2,108.9,30,12.18523697,46,3,1.3,5.8,7.96
320,1040,820,1.78,9,8,98.8,7.5,26.2,89.3,274,-13.38842784,317,12,0.75,7.5,7.78
76,1750,613,4.77,3,8,101.9,1.8,55.4,110.4,237,13.79275172,315,9,1,8.2,7.84
15,2371,732,2.58,3,6,99.8,12,13.5,114.2,236,-13.79275172,288,23,5.5,8.2,7.95
183,1404,888,4.49,1,8,99.1,0.6,37.4,58.6,46,14.05311354,110,4,1.4,8.7,7.67
655,521,1422,0.86,1,0,101,3.3,1,48.4,22,-12.72202814,40,5,1.8,6.5,7.64
11,1376,607,1.96,1,6,98.4,13.7,4.1,95,135,-14.42393844,180,18,4,9.5,7.8
488,384,1108,1.04,2,8,98.8,1.9,0,73.3,4,-12.49959999,48,3,0.3,6.2,7.85
2,2001,663,1.55,2,4,97.7,12.6,6.3,147,282,-14.62873884,343,15,3.4,10,7.88
3,3494,847,0.92,3,8,101.6,4.5,20.8,63.6,158,-14.5893797,183,6,0.62,9.9,7.61
329,121,863,1.02,2,8,98,6,6.3,93.5,147,-13.26386068,179,8,1.6,7.3,7.68
26,2438,342,3.84,5,7,101.2,22.7,56.5,254,1870,14.81384488,2064,34,2,10.5,8.12
15,6309,736,7.14,6,8,97.3,2,16.1,69.5,121,-12.93367697,148,5,0.71,6.8,7.57
349,3305,655,0.7,2,3,102.3,2.9,5.2,119,1,15.07083276,100,8,0.5,11.3,7.84
213,258,701,3.84,4,8,95.8,0.8,1,37.8,14,-13.84666025,107,2,0.57,8.3,7.2
171,642,774,8.45,4,7,97.7,1.6,0,53.6,110,-13.13506757,168,3,0.42,7.1,7.43
20,3827,485,9.61,5,8,98.7,2,10.9,56.8,177,13.79275172,262,7,0.78,8.2,7.31
205,509,528,5.23,4,2,100.3,23.9,298.7,73.4,174,14.05311354,300,51,5,8.7,7.66
185,1144,599,2.49,6,2,102.4,25.6,14.3,84.4,711,14.62873884,771,32,1.1,10,7.66
14,8098,665,11.24,20,8,99,8.2,2419.2,104.6,411,-11.93524193,750,72,27,5.5,7.55
5,2150,449,7.41,37,7,96.9,15.5,1986.28,148,1869,-12.49959999,2267,64,22,6.2,7.22
10,605,339,5.23,2,3,99.2,3.4,68.9,100.5,329,13.00192294,402,6,0.72,6.9,7.26
15,5139,470,15.2,97,2,98.2,29.5,2419.2,129,1361,11.58145069,2316,217,57,5.1,7.25
10,12429,383,5.28,16,7,94.6,29.3,387.3,153,434,-15.04127654,626,56,4.9,11.2,7.47
91,16548,902,1.03,3,1,101.4,0.3,10.9,68.6,44,-13.56760849,109,4,0.77,7.8,7.68
30,122,237,11.49,2,1,96.4,4.6,63,104.2,57,-15.09966887,163,12,5.3,11.4,7.43
15,270,107,19.07,63,0,85.6,32.3,1203.31,170,680,-15.41071056,1291,114,32,12.7,7.08
200,87,576,3.72,2,3,100.9,4.1,1,66.5,64,-12.26580613,90,5,0.33,5.9,7.52
220,1139,694,2.69,5,1,98.7,2,59.4,58.7,655,-11.58145069,739,3,0.68,5.1,7.21
259,787,787,1.71,11,6,95.3,6.4,44.8,52.7,292,12.64911064,363,9,1.6,6.4,7.19
10,307,151,15.66,34,6,102,10.9,676,108,671,-15.30490118,1045,48,17,12.2,7.04
17,2368,322,4.02,22,1,98.3,13.1,24.3,189,921,13.79275172,1085,27,2.4,8.2,7.58
10,305,248,4.02,13,7,101.2,6.4,139.1,82.7,911,15.04127654,1055,26,3.8,11.2,7.09
320,414,455,0.45,1,1,101.5,7.3,0,521,0,-15.09966887,103,8,0.59,11.4,8.05
305,4453,973,0.22,3,4,102.7,0.2,0,61.5,30,14.54922678,65,3,0.49,9.8,7.94
85,640,351,3.72,8,1,99.3,7.8,15.6,171,1088,14.29125607,1213,15,2,9.2,7.54
10,1127,202,12.11,61,7,82.5,32,2419.2,83.3,1168,15.07083276,1712,153,28,11.3,6.85
9,20582,790,7.68,24,2,97.7,11.5,1413.6,89.4,428,13.0690474,766,62,20,7,7.56
305,4302,1043,0.51,16,8,100.5,1.1,28.8,66.5,28,-13.73790377,102,6,0.77,8.1,7.75
6,914,374,9.37,103,5,82.4,74.6,1565,323,479,15.49967742,917,143,5.9,13.2,7.19
268,78,829,2.96,2,3,98.8,3.3,2,56.8,72,12.42296261,163,4,0.64,6.1,7.56
21,809,231,19.32,15,7,91.8,6.7,309,118.3,370,-15.3274264,648,39,21,12.3,7.03
320,1079,1200,0.62,4,8,100.1,0.7,2,112.3,14,9.499473671,30,2,0.73,3.2,7.92
3,2818,482,2.7,12,4,98.2,27.6,18.9,94.1,536,-14.77836256,608,41,3.2,10.4,7.07
91,546,159,30.42,172,8,71,54.8,669,117,1041,-15.37042615,1868,144,36,12.5,6.36
238,458,1020,3.15,3,8,104.2,0.8,10.9,44.8,191,-11.39517442,291,6,0.43,4.9,7.49
180,406,627,1.66,6,8,101.9,3,38.4,94.7,1394,12.01998336,1514,7,0.48,5.6,7.67
320,2423,690,12.45,4,8,98.2,5.4,23.8,57,12,-9.881801457,276,25,3.8,3.5,7.22
4,2373,542,1.49,5,8,114.4,1.2,23.1,78.6,481,-12.93367697,567,3,0.45,6.8,7.65
80,304,413,6.14,10,8,98.5,10.9,108.1,51.2,391,14.19859148,519,26,2.7,9,7.09
220,151,672,12.63,5,4,99.1,2.6,41.9,42.9,35,-9.091204542,269,18,2.1,2.9,7.1
5,11909,956,0.51,1,8,100.4,0.4,34.1,59.3,34,-12.79374847,45,5,1.1,6.6,7.7
10,2822,201,11.69,24,8,99.7,19.3,613.1,117,1152,-14.88254011,1490,85,17,10.7,7.15
20,4716,605,13.31,6,2,100.1,6.9,34.5,66.8,146,-9.757048736,456,31,3.7,3.4,7.35
250,9741,1047,0.68,2,8,97,0.5,0,57.8,12,-12.49959999,40,3,1.9,6.2,7.71
198,896,695,1.2,3,8,103.7,2.8,3.1,74.9,2,13.00192294,57,5,0.3,6.9,7.87
15,8431,486,3.66,3,7,97.9,22.3,61.3,154,357,15.09966887,499,34,1.8,11.4,7.5
53,1027,1009,0.58,2,2,98.1,0.6,1,89.3,44,12.34503949,50,2,0.46,6,7.7
15,1114,257,10.4,31,7,99.7,9.2,717,72,496,14.70510116,752,99,37,10.2,7.37
320,19,725,8.79,11,7,100.9,7.3,57.3,52.2,250,-13.84666025,355,16,1.2,8.3,7.22
30,216,297,9.71,59,5,100.2,43.3,583,112.8,1423,-14.54922678,2086,231,16,9.8,7.42
18,6567,423,8.91,8,5,98.3,8.1,223,83.6,361,14.33631752,604,66,34,9.3,7.49
363,786,1005,1.37,2,2,100.8,14,12.1,98.4,54,-13.0690474,84,18,0.56,7,7.45
244,2387,1034,2.17,3,8,101.1,1.7,80.9,65.7,65,13.38842784,102,12,8.4,7.5,7.7
518,2689,864,3.33,3,7,100.9,4.8,44.8,92.2,92,13.13506757,159,21,14,7.1,7.84
70,3451,746,4.63,8,5,99.4,6.7,39.9,107.7,150,-13.62534403,271,38,25,7.9,7.75
131,2139,553,5.77,8,7,102,8.5,52,75.9,429,14.42393844,610,32,5.8,9.5,7.49
442,1060,976,5.44,4,7,101.8,2.1,18.7,63.3,69,13.26386068,162,23,9.4,7.3,7.63
152,716,371,13.79,52,5,96,31.7,3990,176,1061,-14.46651306,2253,755,320,9.6,8.04
60,2525,648,8.21,8,7,100.7,9.3,14.5,99.5,468,14.24535012,727,52,29,9.1,7.65
37,3916,333,15.6,58,3,96,21.6,3890,166,964,14.62873884,2366,1062,430,10,7.83
457,30.5,722,4.94,6,7,100.7,10.1,74,103.5,676,-14.42393844,829,26,5.4,9.5,7.75
76,3076,854,1.36,3,7,101.5,0.8,24.9,66.2,81,14.5082735,112,8,7.6,9.7,7.81
10,4846,333,14.8,74,3,96.1,22.7,3130,161,958,14.66731059,2434,968,410,10.1,7.73
55,1571,385,7,15,8,97.7,13,410,378,575,-14.91576347,871,220,225,10.8,8.1
376,166,1049,1.04,1,5,100.9,1.4,0,99,25,-12.26580613,34,4,1.2,5.9,8.08
320,1040,820,2.06,3,0,99.1,5.5,21.6,86.8,207,13.56760849,260,10,0.56,7.8,7.97
15,6309,736,2.81,2,8,98.3,2,14.3,74.7,154,13.89964028,177,6,0.7,8.4,7.7
76,1750,613,3.27,4,6,101.4,3.8,15.8,114.5,351,13.95170241,430,9,0.64,8.5,7.95
213,258,701,3.55,8,8,94.6,0.5,0,37.8,22,-13.2,82,3,0.31,7.2,7.28
15,2371,732,2.23,1,2,104.5,6.5,765.6,112.6,154,14.38054241,206,17,4.8,9.4,8.26
171,642,774,4.25,0,7,98.5,0.4,5.2,61.8,127,14.19859148,154,4,0.35,9,7.54
20,3827,485,6.38,4,2,98,1.6,36.9,62,210,-14.5893797,267,7,0.94,9.9,7.47
14,8098,665,12.22,68,8,97,14.7,2419.2,103.3,398,-11.67218917,1219,231,61,5.2,7.52
5,2150,449,15.33,190,6,94,62.8,2419.2,149,1700,-12.42296261,3135,373,63,6.1,7.18
183,1404,888,2.23,0,8,99.8,0,15.8,62.6,72,13.44916354,119,4,0.47,7.6,7.78
15,5139,470,16.18,148,0,96.9,57.9,2540.16,117.9,1340,-11.29955751,2456,275,53,4.8,7.36
655,521,1422,0.79,0,0,100.2,3.1,3.2,47.2,26,10.68831137,118,6,2.2,4.2,7.71
220,1139,694,9.81,6,0,97.2,1,139.1,63.6,699,-12.01998336,919,21,5.4,5.6,7.11
11,1376,607,1.89,1,7,98.9,12.7,6.3,90.6,94,-14.66731059,133,17,3.3,10.1,7.78
488,384,1108,0.98,1,5,99.3,1.5,0,72.2,9,12.34503949,70,5,0.4,6,7.93
259,787,787,5.22,6,0,98.8,6,104.6,56.2,367,-11.00227249,542,28,4.8,4.5,7.29
2,2001,663,1.95,2,1,102,7.7,12,157,340,-15.04127654,477,18,4.1,11.2,8.18
9,20582,790,6.53,28,2,98.8,10.6,1413.6,82.9,278,-12.64911064,582,61,15,6.4,7.71
3,3494,847,0.97,1,0,101.7,4.2,1,62.6,223,-14.74211654,260,7,1.2,10.3,7.64
238,458,1020,3.84,2,7,100.3,0.8,21.3,50.6,168,10.35615759,323,8,1.9,3.9,7.65
180,406,627,2.8,2,7,100.2,3.6,50.4,94.4,969,11.10315271,1109,11,0.73,4.6,7.78
329,121,863,1.53,0,0,100.1,4.8,8.3,87.2,112,-12.79374847,130,11,4.2,6.6,7.72
4,2373,542,2.28,5,8,99.5,0.7,38.4,94,495,-12.72202814,596,3,0.34,6.5,7.72
320,2423,690,8.52,4,7,99.9,2,19.2,80.4,23,9.366429417,220,22,2.2,3.1,7.52
220,151,672,12.08,3,7,99.7,1.4,6.3,42.7,2,2.497999206,318,9,0.76,0.2,7.24
5,11909,956,0.57,0,3,100.2,0.1,9.8,60.9,27,13.00192294,59,3,1.2,6.9,7.59
250,9741,1047,0.74,1,7,98.2,0.2,1,59.3,12,12.49959999,35,3,1.1,6.2,7.78
20,4716,605,10.06,3,8,104.3,5.5,18.1,75.4,68,8.802840452,277,23,2.4,2.7,7.56
26,2438,342,5.22,3,1,102.2,22.3,125,269,1853,-15.04127654,2077,45,3.6,11.2,8.17
198,896,695,1.94,2,7,101.8,2,9.7,68.8,13,-12.34503949,108,8,0.4,6,7.73
53,1027,1009,1.16,1,8,98.5,0.6,2,83.3,41,12.64911064,40,2,0.34,6.4,7.7
91,16548,902,1.2,4,8,99.4,0.3,7.4,74,43,13.2,98,6,0.8,7.2,7.79
15,1114,257,8.97,9,7,103.6,3.8,435.2,93,362,14.05311354,529,34,16,8.7,7.74
320,19,725,2.37,3,8,100,4.3,34.5,72.7,147,-12.26580613,176,9,1.2,5.9,7.57
349,3305,655,0.28,1,1,99.8,3,0,120.1,0,15.01099597,70,7,0.27,11.1,7.75
30,216,297,4.39,53,4,103.4,60.2,613.1,190,2656,-14.46651306,2899,98,2.7,9.6,7.85
305,4453,973,0.62,1,8,104.3,0.2,0,72,52,14.33631752,87,2,0.7,9.3,8.2
305,4302,1043,0.56,14,7,101.2,1.2,9.7,69.2,29,-13.73790377,75,7,1,8.1,7.86
205,509,528,2.41,4,1,102.3,18.4,5.2,83,168,13.26386068,240,28,1.1,7.3,7.84
320,1079,1200,1.54,5,6,101.2,0.1,1,106.9,22,11.67218917,76,11,2.25,5.2,7.91
18,6567,423,10.46,7,7,98.9,5.1,461.1,88,337,-14.33631752,546,42,18,9.3,7.58
185,1144,599,1.15,20,1,102.8,24.8,14.6,87,706,14.62873884,754,29,0.76,10,7.73
10,605,339,4.3,3,4,97.9,5.4,172.3,98.2,352,-14.1509717,387,8,0.6,8.9,7.3
363,786,1005,0.69,0,4,101.3,14.6,12.2,110.2,38,13.2,68,17,0.5,7.2,7.54
15,270,107,12.05,15,0,91.4,16.5,47.2,192,362,14.81384488,588,52,7.7,10.5,7.47
518,2689,864,2.52,1,6,105.1,2.1,13.5,126,45,12.42296261,122,9,0.93,6.1,8.11
30,122,237,5.63,2,0,97.7,2.7,41,119.5,4,14.62873884,150,6,1.2,10,7.64
200,87,576,4.09,1,6,99.6,4,0,65.2,54,13.38842784,77,7,0.37,7.5,7.57
10,12429,383,6.89,38,7,96.6,20.7,52.9,159,739,-15.20789269,976,54,4.5,11.8,7.32
70,3451,746,2.87,0,3,108.3,0.8,9.7,155,1,-13.62534403,105,6,1.2,7.9,8.21
10,307,151,7.06,2,5,101.6,2.6,96,117.9,358,15.2577849,510,12,2.6,12,7.5
10,82,228,19.93,19,1,92.1,11.5,167.4,224,245,14.88254011,701,44,7.3,10.7,7.37
17,2368,322,3.16,11,5,97.8,15.5,58.1,159,755,-14.38054241,875,29,2.6,9.4,7.61
131,2139,553,5.05,4,8,103.8,6.8,32.7,89.3,384,-13.79275172,479,17,2.4,8.2,7.66
320,414,455,0.69,1,5,103.6,7.9,0,517,0,15.18189712,100,11,0.4,11.7,7.94
10,305,248,2.64,63,6,103.4,1.5,15.8,139,696,15.01099597,891,6,0.85,11.1,7.59
152,716,371,4.6,10,6,100.2,10.1,46.5,279,842,13.73790377,1010,21,2.4,8.1,8.15
85,640,351,2.81,6,5,104.8,5.3,32.7,130,708,-14.62873884,797,12,1.4,10,7.64
21,809,231,6.26,12,4,97.8,4.2,74.4,144,48,15.37042615,215,16,4.2,12.5,7.44
37,3916,333,4.88,3,6,111.2,3.7,33.6,183,575,-14.5893797,755,13,2.2,9.9,8.12
